Bursttime
947424223830,8
947424223830,8
6533275769788,8
1088573045795,8
7199482826497,8
1908739601141,8
3817750520475,8
6261104494746,8
6605287264511,8
6457717579994,8
4105153390034,8
2896597789724,8
3627511485179,8
9995420028198,8
7850425014376,8
2197602093233,8
8747730525395,8
7328215524177,8
1374362054610,8
4992762371160,8
8614285299148,8
8101093822977,8
2756884893781,8
2965792251665,8
8971252108934,8
4323786948316,8
202301371293,8
2722946370644,8
3815394076200,8
8862755364473,8
8085566384808,8
7183336294719,8
4409632955010,8
7863505803633,8
5377035834768,8
1497913823366,8
2552784978857,8
9725446090755,8
5561015972228,8
30928780588,8
3425635514694,8
1479449046407,8
7426751394080,8
4367500803242,8
4415575258519,8
9286295352034,8
5768249397783,8
8845448675112,8
4689408175672,8
1386459138193,8
4125615023248,8
6880969385871,8
2798449019998,8
8644400403328,8
3346137207123,8
7077466555545,8
7853294962060,8
7890507563004,8
6744527075269,8
4116260473405,8
823517409090,8
8576659471177,8
1413126575620,8
6844859070686,8
1817777243252,8
9652621207248,8
7919213894421,8
4075785405211,8
3970760357105,8
3120371952675,8
9713625725373,8
369697955568,8
2195618314531,8
9584060178673,8
9734501079627,8
1532849447841,8
7680139253580,8
7996968633241,8
6804913454297,8
1717898080780,8
3830569367803,8
2628327507340,8
5156430111800,8
6918185224916,8
2875794916890,8
6279120148576,8
881579420276,82
2737290814770,8
8644079093261,8
2904287758447,8
6881799156942,8
1032212821515,8
3947101199000,8
7978780612281,8
1190687656239,8
6800943523103,8
5227582199106,8
5045147161061,8
4495462073436,8
7281838125849,8
2052632963055,8
173904533581,8
745312127573,8
1205492911603,8
3740570521393,8
1544032948655,8
3746219044782,8
2794497050980,8
6855500239651,8
2121850030391,8
2460080820261,8
7515094938836,8
5789139658027,8
997569777598,8
6593066723295,8
6473154110962,8
491336698074,8
4241243306502,8
2116722843425,8
1184687035723,8
9688293278801,8
9797438859298,8
4158119306006,8
5707378382946,8
6580394602926,16
1191519210791,16
3047729249564,16
3894218286110,16
5518326422194,16
6824473474873,16
3370877669371,16
6903090928270,16
6937796355156,16
7997881114599,16
8964682141578,16
9090960588541,16
5287273712910,16
5738607738982,16
6797840847995,16
772378919731,16
541749194841,16
5984998916266,16
3353236403919,16
2281158995644,16
728304956544,16
2760523769159,16
4046213500179,16
7805617052841,16
1071187628948,16
9880438909373,16
4463585672080,16
7314251747200,16
681517590671,16
5121421579931,16
9135704332295,16
7669538028856,16
8154514994394,16
8243866603544,16
574284160411,16
4469335089401,16
831952047560,16
2183396526557,16
7718197855999,16
5009125040429,16
7780019098112,16
1616985324256,16
1672458925354,16
4920754582825,16
4774019834135,16
4410440225533,16
8571461801598,16
6123803989115,16
4603188266140,16
9376769197063,16
9260678098632,16
1239379846822,16
2295673884639,16
4871345960096,16
5665358806883,16
8824835228218,16
8639650300340,16
2671820434941,16
1589160329554,16
3397859167156,16
8921477103998,16
8492976392584,16
5235511436941,16
1430953749057,16
1883205032652,16
9153752423194,16
3156914570858,16
7226205134425,16
2394024615018,16
3242811376855,16
3166872552033,16
495106545592,16
7135079600302,16
9837336429497,16
7791322714927,16
5377554302138,16
2813704570522,16
4785158923449,16
5034728736555,16
1850250867102,16
7931771094408,16
7077908390712,16
8802274801152,16
9514694751908,16
2604787060109,16
7079495713273,16
3227127791075,16
5339916256355,16
7740324114901,16
5814949118108,16
8291019505083,16
9672202885804,16
5754104145659,16
886770095408,16
9103737656204,16
8897586916416,16
1614528664934,16
2354191388211,16
5371139296935,16
3210623841311,16
655750659448,16
827628007718,16
5112820436975,16
7295711595539,16
9948252955701,16
5633224795284,16
8850445748747,16
6477555603539,16
1423668507427,16
1851363155714,16
2346124147026,16
9709813261596,16
3748543733493,16
19494941008,16
7155294473167,16
7781310127729,16
2427138694720,16
3558142824888,16
9293542772575,16
9140641289191,16
4184352772992,16
5698090787746,16
2503226438068,16
2153689892450,16
3577638735363,16
2307178523094,16
