1,8973,86
2,4625,15
3,2038,35
4,3405,92
5,7004,21
6,9853,27
7,361,59
8,3294,26
9,4036,26
10,8767,36
11,1711,68
12,3100,29
13,2139,30
14,4993,23
15,9572,35
16,3789,2
17,2472,58
18,6170,67
19,5408,56
20,2200,42
21,3123,73
22,8482,19
23,2949,37
24,1758,24
25,3337,70
26,3468,26
27,4818,80
28,8800,73
29,3083,70
30,8716,81
31,1140,25
32,3356,27
33,3076,5
34,279,29
35,1258,57
36,1974,95
37,5610,45
38,8945,67
39,4389,64
40,6623,50
41,3385,8
42,2774,78
43,7737,84
44,6238,51
45,7523,99
46,4553,60
47,8536,68
48,3354,12
49,671,86
50,1174,39
51,7192,70
52,7390,78
53,5761,1
54,2440,2
55,273,92
56,7877,56
57,1311,80
58,4018,41
59,4382,89
60,2025,19
61,6287,29
62,1646,17
63,6645,71
64,7513,75
65,9714,27
66,1403,56
67,3992,53
68,1864,65
69,8364,83
70,982,24
71,5525,71
72,4453,29
73,1666,19
74,6962,68
75,8727,15
76,9032,49
77,7724,23
78,915,45
79,7836,51
80,3842,55
81,9273,88
82,6612,28
83,5116,50
84,4096,0
85,2780,64
86,3196,14
87,6094,56
88,6219,91
89,7199,65
90,3808,36
91,4325,51
92,2018,28
93,5675,7
94,7496,21
95,3518,95
96,2138,37
97,7661,93
98,8213,28
99,7225,11
100,8414,29
101,8466,4
102,466,63
103,1416,38
104,3398,40
105,2023,18
106,5619,88
107,2203,17
108,9476,96
109,2727,43
110,3546,83
111,465,99
112,114,25
113,5512,90
114,3059,39
115,1714,86
116,4899,82
117,6319,64
118,6896,7
119,5287,4
120,7429,11
121,8580,28
122,5815,43
123,2842,68
124,818,22
125,4418,10
126,2893,1
127,1126,30
128,4087,5
129,2413,36
130,452,26
131,777,65
132,6464,16
133,3953,58
134,6989,37
135,4733,24
136,8707,36
137,9622,99
138,6252,50
139,890,71
140,190,31
141,2512,30
142,1270,94
143,8249,63
144,1354,81
145,4661,96
146,6947,73
147,394,68
148,4692,95
149,7850,66
150,4665,40
151,8255,84
152,8052,42
153,8972,7
154,2497,56
155,3531,18
156,7327,12
157,6849,72
158,2918,9
159,6112,10
160,6839,87
161,8237,1
162,9448,72
163,8275,55
164,5136,99
165,7977,4
166,863,11
167,4251,67
168,5185,28
169,6455,50
170,5241,58
171,1447,24
172,9265,69
173,3322,81
174,4473,84
175,7534,72
176,2364,50
177,6175,85
178,6559,99
179,7029,42
180,2731,13
181,2575,90
182,2314,90
183,5746,81
184,2206,36
185,6260,55
186,3264,4
187,2172,69
188,7082,76
189,5790,55
190,6007,42
191,5023,84
192,172,5
193,2339,67
194,6727,13
195,583,54
196,6530,59
197,5210,2
198,2142,6
199,8501,21
200,4235,68
201,3952,89
202,4624,8
203,2186,98
204,2698,8
205,5418,48
206,2378,33
207,9234,48
208,2718,54
209,2517,46
210,2019,29
211,1059,46
212,6259,97
213,9551,90
214,9384,33
215,3827,97
216,4968,92
217,3275,25
218,4983,96
219,3455,88
220,5595,29
221,7464,60
222,393,21
223,2680,4
224,427,27
225,3634,48
226,8298,2
227,3152,97
228,3120,43
229,5115,2
230,1831,3
231,7201,81
232,7801,38
233,7470,51
234,8095,34
235,1542,92
236,876,27
237,2740,29
238,7861,64
239,5459,29
240,1695,35
241,2891,0
242,4865,71
243,6708,89
244,9825,88
245,1567,95
246,1843,44
247,9534,90
248,1400,40
249,3505,69
250,84,32
251,4262,42
252,6211,17
253,3309,61
254,3500,9
255,4516,25
256,8940,67
257,6268,34
258,4528,26
259,2868,57
260,4797,68
261,7087,58
262,5360,86
263,7363,46
264,5780,94
265,8413,52
266,9152,29
267,7904,90
268,1834,70
269,1590,80
270,1060,93
271,2687,27
272,5670,86
273,4883,55
274,3008,90
275,5629,79
276,5422,69
277,6604,74
278,1492,41
279,9699,33
280,8071,88
281,5294,66
282,4022,84
283,3663,17
284,5489,60
285,3347,37
286,4596,59
287,7628,18
288,7147,83
289,1543,58
290,2418,37
291,118,83
292,2045,78
293,9700,14
294,2845,29
295,4046,59
296,9667,38
297,8139,88
298,3615,33
299,622,81
300,9213,58
301,6732,99
302,2161,39
303,5154,63
304,9027,94
305,542,47
306,6026,62
307,1441,90
308,8461,91
309,4845,15
310,2696,57
311,3300,91
312,9309,51
313,8208,21
314,6477,40
315,3106,30
316,4956,25
317,576,16
318,6355,2
319,7505,39
320,4584,4
321,8984,80
322,9786,21
323,838,62
324,2644,79
325,1708,85
326,5652,4
327,9860,83
328,9684,59
329,8963,44
330,9054,11
331,2928,50
332,1906,60
333,3285,5
334,1392,49
335,4722,11
336,9915,34
337,8744,75
338,5209,14
339,1181,68
340,7423,18
341,5351,82
342,55,82
343,192,30
344,5435,74
345,6978,93
346,1223,53
347,9578,74
348,4489,13
349,3548,77
350,4730,75
351,2935,19
352,4133,32
353,6501,17
354,3419,35
355,9353,91
356,2728,43
357,6074,28
358,9915,91
359,4681,18
360,6500,36
361,916,55
362,1564,58
363,3010,4
364,5513,61
365,3012,85
366,8065,73
367,7044,51
368,9784,50
369,3696,3
370,3383,6
371,6202,39
372,7753,20
373,9975,26
374,699,77
375,5173,81
376,7392,60
377,6001,55
378,8741,18
379,6087,42
380,8806,96
381,6654,21
382,7204,84
383,145,27
384,8321,40
385,3426,72
386,7969,30
387,9974,47
388,4060,30
389,4466,14
390,5681,22
391,3038,24
392,6808,35
393,3107,4
394,207,43
395,1959,86
396,9372,78
397,6961,62
398,2311,83
399,6798,48
400,2025,24
401,5572,22
402,929,35
403,6794,57
404,5492,47
405,828,76
406,3057,18
407,5324,3
408,3983,33
409,7570,59
410,8703,6
411,5360,20
412,8143,8
413,7885,98
414,1583,76
415,4321,15
416,5985,71
417,4682,59
418,5438,10
419,4062,24
420,4893,39
421,4260,78
422,913,53
423,8893,14
424,171,89
425,2323,67
426,7071,23
427,8027,31
428,1082,22
429,7824,75
430,1673,79
431,7353,54
432,2037,31
433,6730,57
434,5668,81
435,9485,3
436,7839,33
437,8511,81
438,5486,15
439,5806,25
440,4944,22
441,4531,51
442,6890,32
443,8306,81
444,627,15
445,2795,8
446,8274,99
447,2115,97
448,5419,76
449,8865,77
450,1794,87
451,2725,82
452,4251,66
453,542,60
454,796,11
455,6472,86
456,6634,30
457,8834,83
458,6798,76
459,3653,20
460,4347,25
461,803,39
462,8754,90
463,5088,60
464,2842,43
465,6337,28
466,5538,21
467,5349,55
468,2455,25
469,1682,70
470,4397,53
471,69,22
472,1315,50
473,5633,97
